Mon Jul 15 02:35:40 +0000 2019, You guys are on point.Waiting for my card Hopefully it arrives just in time for the  ,1150594753832136704,0.0,0.0
Mon Jul 15 02:35:40 +0000 2019, You guys are on point.Waiting for my card Hopefully it arrives just in time for the  ,1150594753832136704,0.0,0.0
Mon Jul 15 02:36:41 +0000 2019,RT  ,1150595009416224768,0.0,0.0
Mon Jul 15 02:36:41 +0000 2019,RT  ,1150595009416224768,0.0,0.0
Mon Jul 15 02:36:41 +0000 2019,RT  ,1150595009416224768,0.0,0.0
Mon Jul 15 02:38:02 +0000 2019,  drops -1.42% in one hour.  Cash  drops -1.09% in one hour.  SV  drops -1.63% in one hour.,1150595348605411328,0.0,0.0
Mon Jul 15 02:38:29 +0000 2019, as of 03.37am GMT+1:( (BTCUSD) -11.40% (ETHUSD) -19.30% (LTCUSD) ,1150595459133521920,-0.75,1.0
Mon Jul 15 02:39:09 +0000 2019, Ah yeah...you mean like the Bitconnect guy!?Yeah  you will go down in history for being a foo ,1150595630303260672,-0.23402777777777778,0.4881944444444445
Mon Jul 15 02:39:40 +0000 2019,The US Dollor will be replaced with a North American Dollor backed by   ,1150595759898648578,0.0,0.0
Mon Jul 15 02:40:03 +0000 2019,Top 5   Alert Time: 2019-07-15 05:40:02 $10103.994 $216.564 $0.303 ,1150595853180162055,0.5,0.5
